plant_species,synonyms,family,native_introduced,color,fleshy_dry,dehiscent_indehiscent,number_s_per_f,number_s_per_f_uncertainty,number_s_per_f_lower_bound,number_s_per_f_upper_bound,number_s_per_f_sd_se,number_s_per_f_sample_size,s_length,s_length_uncertainty,s_length_lower_bound,s_length_upper_bound,s_length_sd_se,s_length_sample_size,s_width,s_width_uncertainty,s_width_lower_bound,s_width_upper_bound,s_width_sd_se,s_width_sample_size,s_mass,dry_wet_s,s_mass_uncertainty,s_mass_lower_bound,s_mass_upper_bound,s_mass_sd_se,s_mass_sample_size,f_length,f_length_uncertainty,f_length_lower_bound,f_length_upper_bound,f_length_sd_se,f_length_sample_size,f_width,f_width_uncertainty,f_width_lower_bound,f_width_upper_bound,f_width_sd_se,f_width_sample_size,f_mass,dry_wet_f,f_mass_uncertainty,f_mass_lower_bound,f_mass_upper_bound,f_mass_sd_se,f_mass_sample_size,citations
Byrsonima schomburgkiana,,Malpighiaceae,N,Yellow,F,I,NA,,NA,NA,NA,NA,6.89,None Specified,NA,NA,NA,1,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,Grafton 2004
Byrsonima stipulacea,"Alcoceratothrix stipulacea, Byrsonima longibracteata, Alcoceratothrix longibracteata, Byrsonima rugosa, Alcoceratothrix rugosa, Byrsonima coleostachya",Malpighiaceae,N,Yellow/Orange,F,I,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,12.02,SD,NA,NA,1.685823241,5,10.98,SD,NA,NA,1.801943395,5,NA,,,NA,NA,NA,NA,https://collections-botany.fieldmuseum.org/catalogue/2907823
Calyptranthes multiflora,Myrcia florifera,Myrtaceae,N,NA,F,I,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,7.466666667,SD,NA,NA,0.665832812,3,6.266666667,SD,NA,NA,0.450924975,3,NA,,,NA,NA,NA,NA,http://specimens.kew.org/herbarium/K000330847
Campomanesia guaviroba,,Myrtaceae,N,Yellow,F,I,NA,,NA,NA,NA,NA,8,None Specified,NA,NA,NA,12.5,6,None Specified,NA,NA,NA,12.5,0.098,W,SD,NA,NA,0.08,5,22,None Specified,NA,NA,NA,12.5,17,None Specified,NA,NA,NA,12.5,5,W,None Specified,NA,NA,NA,12.5,"Galetti 2011, Galetti 2015, Landim 2002"
Campomanesia neriiflora,,Myrtaceae,N,Yellow,F,I,9,None Specified,NA,NA,NA,12.5,11,None Specified,NA,NA,NA,12.5,9,None Specified,NA,NA,NA,12.5,0.3,W,None Specified,NA,NA,NA,12,40,None Specified,NA,NA,NA,12.5,31,None Specified,NA,NA,NA,12.5,29,W,None Specified,NA,NA,NA,12.5,Galetti 2011
Campomanesia speciosa,Psidium speciosum,Myrtaceae,N,Brown,F,I,6.5,None Specified,NA,NA,NA,5,14,None Specified,NA,NA,NA,5,10,None Specified,NA,NA,NA,5,NA,,,NA,NA,NA,NA,30,None Specified,NA,NA,NA,5,35.5,None Specified,NA,NA,NA,1,NA,,,NA,NA,NA,NA,"Stevenson 2023, Link 2004, https://collections-botany.fieldmuseum.org/catalogue/302798"
Campomanesia speciosa,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,30,None Specified,NA,NA,NA,5,NA,,,NA,NA,NA,NA,"Stevenson 2023, Link 2004, https://collections-botany.fieldmuseum.org/catalogue/302798"
Carapa guianensis,"Carapa latifolia, Carapa macrocarpa, Granutum guianense, Xylocarpus guineensis, Xylocarpus carapa, Guarea mucronulata, Persoonia guareoides",Meliaceae,N,Green/Brown,D,D,NA,Range,4,20,NA,0,15.33333333,SD,NA,NA,6.184927917,3,10.23333333,SD,NA,NA,4.14769012,3,27.51,W,None Specified,NA,NA,NA,17,39.15,SD,NA,NA,6.576093065,2,37.45,SD,NA,NA,7.848885271,2,NA,,,NA,NA,NA,NA,"Hammond 1995, Cloutier 2007, Klimas 2012, Brito 2019, Hall 1994, Amoedo 2017, Cloutier 2005, Vendramini 2012, http://legacy.tropicos.org/Image/70542, http://legacy.tropicos.org/Image/100507222"
Carapa guianensis,,,,,,,NA,Range,4,8,NA,0,15.33333333,SD,NA,NA,6.184927917,3,10.23333333,SD,NA,NA,4.14769012,3,13.5,W,SD,NA,NA,3.2,0,39.15,SD,NA,NA,6.576093065,2,37.45,SD,NA,NA,7.848885271,2,NA,,,NA,NA,NA,NA,"Hammond 1995, Cloutier 2007, Klimas 2012, Brito 2019, Hall 1994, Amoedo 2017, Cloutier 2005, Vendramini 2012, http://legacy.tropicos.org/Image/70542, http://legacy.tropicos.org/Image/100507222"
Carapa guianensis,,,,,,,NA,Range,4,12,NA,0,15.33333333,SD,NA,NA,6.184927917,3,10.23333333,SD,NA,NA,4.14769012,3,21,NA,None Specified,NA,NA,NA,0,39.15,SD,NA,NA,6.576093065,2,37.45,SD,NA,NA,7.848885271,2,NA,,,NA,NA,NA,NA,"Hammond 1995, Cloutier 2007, Klimas 2012, Brito 2019, Hall 1994, Amoedo 2017, Cloutier 2005, Vendramini 2012, http://legacy.tropicos.org/Image/70542, http://legacy.tropicos.org/Image/100507222"
Carapa guianensis,,,,,,,NA,Range,4,20,NA,0,15.33333333,SD,NA,NA,6.184927917,3,10.23333333,SD,NA,NA,4.14769012,3,7.1,D,SD,NA,NA,2.1,0,39.15,SD,NA,NA,6.576093065,2,37.45,SD,NA,NA,7.848885271,2,NA,,,NA,NA,NA,NA,"Hammond 1995, Cloutier 2007, Klimas 2012, Brito 2019, Hall 1994, Amoedo 2017, Cloutier 2005, Vendramini 2012, http://legacy.tropicos.org/Image/70542, http://legacy.tropicos.org/Image/100507222"
Carapa guianensis,,,,,,,NA,Range,4,20,NA,0,15.33333333,SD,NA,NA,6.184927917,3,10.23333333,SD,NA,NA,4.14769012,3,25,NA,None Specified,NA,NA,NA,0,39.15,SD,NA,NA,6.576093065,2,37.45,SD,NA,NA,7.848885271,2,NA,,,NA,NA,NA,NA,"Hammond 1995, Cloutier 2007, Klimas 2012, Brito 2019, Hall 1994, Amoedo 2017, Cloutier 2005, Vendramini 2012, http://legacy.tropicos.org/Image/70542, http://legacy.tropicos.org/Image/100507222"
Carapa guianensis,,,,,,,NA,Range,4,20,NA,0,15.33333333,SD,NA,NA,6.184927917,3,10.23333333,SD,NA,NA,4.14769012,3,NA,NA,Range,10,50,NA,0,39.15,SD,NA,NA,6.576093065,2,37.45,SD,NA,NA,7.848885271,2,NA,,,NA,NA,NA,NA,"Hammond 1995, Cloutier 2007, Klimas 2012, Brito 2019, Hall 1994, Amoedo 2017, Cloutier 2005, Vendramini 2012, http://legacy.tropicos.org/Image/70542, http://legacy.tropicos.org/Image/100507222"
Carapa guianensis,,,,,,,NA,Range,4,20,NA,0,15.33333333,SD,NA,NA,6.184927917,3,10.23333333,SD,NA,NA,4.14769012,3,NA,W,Range,5.08,25.06,NA,100,39.15,SD,NA,NA,6.576093065,2,37.45,SD,NA,NA,7.848885271,2,NA,,,NA,NA,NA,NA,"Hammond 1995, Cloutier 2007, Klimas 2012, Brito 2019, Hall 1994, Amoedo 2017, Cloutier 2005, Vendramini 2012, http://legacy.tropicos.org/Image/70542, http://legacy.tropicos.org/Image/100507222"
Carapa guianensis,,,,,,,NA,Range,4,20,NA,0,15.33333333,SD,NA,NA,6.184927917,3,10.23333333,SD,NA,NA,4.14769012,3,NA,W,Range,25,100,NA,0,39.15,SD,NA,NA,6.576093065,2,37.45,SD,NA,NA,7.848885271,2,NA,,,NA,NA,NA,NA,"Hammond 1995, Cloutier 2007, Klimas 2012, Brito 2019, Hall 1994, Amoedo 2017, Cloutier 2005, Vendramini 2012, http://legacy.tropicos.org/Image/70542, http://legacy.tropicos.org/Image/100507222"
Carapa guianensis,,,,,,,8.8,SD,NA,NA,3.2,315,15.33333333,SD,NA,NA,6.184927917,3,10.23333333,SD,NA,NA,4.14769012,3,16.71,D,None Specified,NA,NA,NA,17,39.15,SD,NA,NA,6.576093065,2,37.45,SD,NA,NA,7.848885271,2,NA,,,NA,NA,NA,NA,"Hammond 1995, Cloutier 2007, Klimas 2012, Brito 2019, Hall 1994, Amoedo 2017, Cloutier 2005, Vendramini 2012, http://legacy.tropicos.org/Image/70542, http://legacy.tropicos.org/Image/100507222"
Carapa guianensis,,,,,,,8.9,SD,NA,NA,3.7,341,15.33333333,SD,NA,NA,6.184927917,3,10.23333333,SD,NA,NA,4.14769012,3,NA,NA,Range,20,40,NA,0,39.15,SD,NA,NA,6.576093065,2,37.45,SD,NA,NA,7.848885271,2,NA,,,NA,NA,NA,NA,"Hammond 1995, Cloutier 2007, Klimas 2012, Brito 2019, Hall 1994, Amoedo 2017, Cloutier 2005, Vendramini 2012, http://legacy.tropicos.org/Image/70542, http://legacy.tropicos.org/Image/100507222"
Carapa procera,"Racapa procera, Trichilia procera, Granatum procerum, Xylocarpus procerus, Afzelia splendens, Zelea splendens, Zurloa splendens, Carapa guineensis, Carapa gummiflua, Carapa guyanensis, Carapa touloucouna, Xylocarpus touloucouna, Touloucouna gigantea, Zurloa insignis",Meliaceae,N,Brown,D,D,NA,Range,5,20,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,D,Range,6.6,12.3,NA,12,150,None Specified,NA,NA,NA,0,120,None Specified,NA,NA,NA,0,500,W,SD,NA,NA,200,10,"Brewer 1999, Baraloto 2007, Lankoandé 2021, Forget 2007, Doligez 1997, Omokhua 2019, Diby 2019, Lankoandé 2015, Hammond 1995, Forget 2001"
Carapa procera,,,,,,,NA,Range,15,20,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,11.78,D,None Specified,NA,NA,NA,17,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Brewer 1999, Baraloto 2007, Lankoandé 2021, Forget 2007, Doligez 1997, Omokhua 2019, Diby 2019, Lankoandé 2015, Hammond 1995, Forget 2001"
Carapa procera,,,,,,,NA,Range,12,20,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,34.59,W,None Specified,NA,NA,NA,17,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Brewer 1999, Baraloto 2007, Lankoandé 2021, Forget 2007, Doligez 1997, Omokhua 2019, Diby 2019, Lankoandé 2015, Hammond 1995, Forget 2001"
Carapa procera,,,,,,,NA,Range,15,36,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,21,NA,SD,NA,NA,4,3000,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,400,W,SD,NA,NA,100,10,"Brewer 1999, Baraloto 2007, Lankoandé 2021, Forget 2007, Doligez 1997, Omokhua 2019, Diby 2019, Lankoandé 2015, Hammond 1995, Forget 2001"
Carapa procera,,,,,,,11,SD,NA,NA,4,452,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,18,NA,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,500,W,SD,NA,NA,100,10,"Brewer 1999, Baraloto 2007, Lankoandé 2021, Forget 2007, Doligez 1997, Omokhua 2019, Diby 2019, Lankoandé 2015, Hammond 1995, Forget 2001"
Carapa procera,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,None Specified,10,30,NA,100,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Brewer 1999, Baraloto 2007, Lankoandé 2021, Forget 2007, Doligez 1997, Omokhua 2019, Diby 2019, Lankoandé 2015, Hammond 1995, Forget 2001"
Carica microcarpa,Vasconcellea microcarpa,Caricaceae,N,Red,F,I,NA,,NA,NA,NA,NA,2.366666667,SD,NA,NA,0.557374799,6,1.383333333,SD,NA,NA,0.194079022,6,0.117,W,None Specified,NA,NA,NA,0,46.2,None Specified,NA,NA,NA,1,45.2,None Specified,NA,NA,NA,1,5,NA,None Specified,NA,NA,NA,0,"Morshidi 1996, Foster 1985, https://collections-botany.fieldmuseum.org/catalogue/326756, http://legacy.tropicos.org/Image/43706"
Carica microcarpa,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,20,NA,None Specified,NA,NA,NA,0,Morshidi 1996
Carica microcarpa,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,7,NA,None Specified,NA,NA,NA,0,Morshidi 1996
Caryocar brasiliense,,Caryocaraceae,N,Green,F,I,2.5,None Specified,NA,NA,NA,0,45,None Specified,NA,NA,NA,0,30,None Specified,NA,NA,NA,0,6.9,NA,None Specified,NA,NA,NA,0,70,None Specified,NA,NA,NA,0,60,None Specified,NA,NA,NA,0,137.2,W,Unknown +/-,NA,NA,12.2,30,"Guimarães 2008, Donatti 2007"
Caryocar brasiliense,,,,,,,2.5,None Specified,NA,NA,NA,0,45,None Specified,NA,NA,NA,0,30,None Specified,NA,NA,NA,0,6.9,NA,None Specified,NA,NA,NA,0,65.7,Unknown +/-,NA,NA,3,30,60.2,Unknown +/-,NA,NA,1.3,30,137.2,W,Unknown +/-,NA,NA,12.2,30,"Guimarães 2008, Donatti 2007"
Caryocar glabrum,"Pekea ternata, Rhizobolus glaber, Rhizobolus saouvari, Rhizobolus souari, Saouari glabra",Caryocaraceae,N,Yellow/Gray,F,I,NA,Range,1,2,NA,0,36.2,None Specified,NA,NA,NA,1,23.8,None Specified,NA,NA,NA,1,6.9,D,None Specified,NA,NA,NA,0,NA,Range,50,80,NA,0,NA,Range,50,60,NA,0,NA,,,NA,NA,NA,NA,"Magid 2006, Prance 1973, Kattge 2011, http://legacy.tropicos.org/Image/101236567"
Casearia lasiophylla,Antigona serrata,Salicaceae,N,Yellow/Orange,F,D,NA,Range,4,6,NA,10,5,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,0.0117,D,SD,NA,NA,0.0033,5,7.5,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,Alves-Costa 2007
Casearia macrocarpa,,Salicaceae,Y,NA,F,D,4,None Specified,NA,NA,NA,0,7.145454545,SD,NA,NA,0.807915387,11,4.809090909,SD,NA,NA,0.514693201,11,NA,,,NA,NA,NA,NA,38.8,SD,NA,NA,5.570008977,5,15.16,SD,NA,NA,3.291352306,5,NA,,,NA,NA,NA,NA,"Ramírez and Stevenson 2013, http://specimens.kew.org/herbarium/K000591407"
Cassia moschata,Cathartocarpus moschatus,Leguminosae,N,Brown,D,D,90,None Specified,NA,NA,NA,5,NA,Range,7.2,8.2,NA,10,NA,Range,5,5.9,NA,10,NA,D,Range,9.00E-05,0.00012,NA,10,NA,Range,400,700,NA,0,30,None Specified,NA,NA,NA,0,NA,,,NA,NA,NA,NA,"Stevenson 2023, Ubiergo 2007, https://pfaf.org/user/Plant.aspx?LatinName=Cassia+moschata"
Cassia moschata,,,,,,,NA,,NA,NA,NA,NA,7,None Specified,NA,NA,NA,5,6,None Specified,NA,NA,NA,5,NA,,,NA,NA,NA,NA,350,None Specified,NA,NA,NA,5,12.5,None Specified,NA,NA,NA,5,NA,,,NA,NA,NA,NA,"Stevenson 2023, Ubiergo 2007, https://pfaf.org/user/Plant.aspx?LatinName=Cassia+moschata"
Castilla ulei,,Moraceae,N,Yellow,F,I,7.3,None Specified,NA,NA,NA,6,11.5,None Specified,NA,NA,NA,5,8.45,None Specified,NA,NA,NA,6,NA,,,NA,NA,NA,NA,NA,Range,30,70,NA,0,39.6,None Specified,NA,NA,NA,0,21.8,W,None Specified,NA,NA,NA,0,"Stevenson 2023, Stevenson 2002, Link 2004, Yumoto et al. 1999"
Castilla ulei,,,,,,,NA,Range,10,20,NA,0,NA,Range,10,13,NA,0,8.45,None Specified,NA,NA,NA,6,0.4325,D,None Specified,NA,NA,NA,5,30,None Specified,NA,NA,NA,0,35,None Specified,NA,NA,NA,5,21.8,W,None Specified,NA,NA,NA,0,"Stevenson 2023, Stevenson 2002, Link 2004, Yumoto et al. 1999"
Castilla ulei,,,,,,,4,None Specified,NA,NA,NA,0,12.8,None Specified,NA,NA,NA,0,12.1,None Specified,NA,NA,NA,0,0.71,W,None Specified,NA,NA,NA,0,39.6,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,4.57083333,D,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Link 2004, Yumoto et al. 1999"
Castilla ulei,,,,,,,4.1,None Specified,NA,NA,NA,6,NA,Range,10,13,NA,0,8,None Specified,NA,NA,NA,6,0.62223913,W,None Specified,NA,NA,NA,5,40,None Specified,NA,NA,NA,5,NA,,NA,NA,NA,NA,17.7825,W,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Link 2004, Yumoto et al. 1999"
Catostemma fragrans,"Catostemma macrosperma, Guenetia macrosperma",Malvaceae,N,Orange/Brown,D,D,1,None Specified,NA,NA,NA,0,40,None Specified,NA,NA,NA,0,NA,Range,20,30,NA,0,44.6,W,None Specified,NA,NA,NA,17,NA,Range,40,70,NA,0,NA,None Specified,30,50,NA,0,NA,,,NA,NA,NA,NA,"Hammond 1995, Sandwith 1931, Polak 1992"
Catostemma fragrans,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,24.6,D,None Specified,NA,NA,NA,17,NA,Range,40,80,NA,0,NA,None Specified,30,35,NA,0,NA,,,NA,NA,NA,NA,"Hammond 1995, Steyermark 1987"
Cayaponia granatensis,Arkenzostis granatensis,Cucurbitaceae,N,Red,F,I,1,None Specified,NA,NA,NA,0,17,None Specified,NA,NA,NA,5,11.05,None Specified,NA,NA,NA,5,0.03428571,D,None Specified,NA,NA,NA,5,27,None Specified,NA,NA,NA,5,19,None Specified,NA,NA,NA,5,0.943,D,None Specified,NA,NA,NA,5,"Stevenson 2023, Grayum 2009, https://books.google.com/books?hl=en&lr=&id=Whc_ahfhFFoC&oi=fnd&pg=PA3&dq=%22Cayaponia+granatensis%22+AND+fruit&ots=VquUA-KqVp&sig=HaYDJI14uWa7eSYxH81R0O4j10k#v=onepage&q=%22Cayaponia%20granatensis%22%20AND%20fruit&f=false"
Cayaponia granatensis,,,,,,,2.31111111,None Specified,NA,NA,NA,5,11,None Specified,NA,NA,NA,0,7,None Specified,NA,NA,NA,0,0.13714286,W,None Specified,NA,NA,NA,5,60,None Specified,NA,NA,NA,0,NA,Range,30,45,NA,0,3.748,W,None Specified,NA,NA,NA,5,"Stevenson 2023, Grayum 2009, https://books.google.com/books?hl=en&lr=&id=Whc_ahfhFFoC&oi=fnd&pg=PA3&dq=%22Cayaponia+granatensis%22+AND+fruit&ots=VquUA-KqVp&sig=HaYDJI14uWa7eSYxH81R0O4j10k#v=onepage&q=%22Cayaponia%20granatensis%22%20AND%20fruit&f=false"
Cayaponia granatensis,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Grayum 2009, https://books.google.com/books?hl=en&lr=&id=Whc_ahfhFFoC&oi=fnd&pg=PA3&dq=%22Cayaponia+granatensis%22+AND+fruit&ots=VquUA-KqVp&sig=HaYDJI14uWa7eSYxH81R0O4j10k#v=onepage&q=%22Cayaponia%20granatensis%22%20AND%20fruit&f=false"
Cayaponia granatensis,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Grayum 2009, https://books.google.com/books?hl=en&lr=&id=Whc_ahfhFFoC&oi=fnd&pg=PA3&dq=%22Cayaponia+granatensis%22+AND+fruit&ots=VquUA-KqVp&sig=HaYDJI14uWa7eSYxH81R0O4j10k#v=onepage&q=%22Cayaponia%20granatensis%22%20AND%20fruit&f=false"
Cayaponia ophthalmica,,Cucurbitaceae,N,Red,F,I,NA,Range,1,3,NA,0,20,None Specified,NA,NA,NA,1,8.7,None Specified,NA,NA,NA,1,NA,,,NA,NA,NA,NA,37,None Specified,NA,NA,NA,0,35.8,None Specified,NA,NA,NA,1,NA,,,NA,NA,NA,NA,"Stevenson 2023, Roosmalen 1988, https://floradobrasil.jbrj.gov.br/reflora/PrincipalUC/PrincipalUC.do;jsessionid=403555A5E10B6B821F29DC4244DFCE60"
Cayaponia ophthalmica,,,,,,,2,None Specified,NA,NA,NA,0,14,None Specified,NA,NA,NA,0,10,None Specified,NA,NA,NA,0,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,25,None Specified,NA,NA,NA,0,NA,,,NA,NA,NA,NA,"Stevenson 2023, Roosmalen 1988, https://floradobrasil.jbrj.gov.br/reflora/PrincipalUC/PrincipalUC.do;jsessionid=403555A5E10B6B821F29DC4244DFCE60"
Cecropia angustifolia,"Cecropia acutifolia, Ambaiba acutifolia, Cecropia caucana, Cecropia coriacea, Cecropia danielis, Cecropia digitata, Ambaiba digitata, Cecropia hachensis, Cecropia moniquirana, Cecropia palmatisecta, Cecropia philipsonii, Cecropia polyphlebia, Cecropia strigilosa, Cecropia sylvicola, Cecropia tubulosa, Ambaiba tubulosa, Cecropia villosa",Urticaceae,N,Orange/Red,F,I,1086,None Specified,NA,NA,NA,0,2.075,SD,NA,NA,0.56006696,3,0.794666667,SD,NA,NA,0.081794458,3,9.00E-04,W,SE,NA,NA,1.00E-04,0,36.46666667,SD,NA,NA,1.892969449,3,9.225,SD,NA,NA,1.381725974,4,NA,,,NA,NA,NA,NA,"Linares 2010, Ramírez et al. 2013, Holl 2002, Berg 2005, http://specimens.kew.org/herbarium/K000512348"
Cecropia angustifolia,,,,,,,NA,,NA,NA,NA,NA,NA,Range,1.8,2.8,NA,0,NA,Range,0.6,1,NA,0,0.000399757,W,None Specified,NA,NA,NA,1,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Linares 2010, Ramírez et al. 2013, Holl 2002, Berg 2005, http://specimens.kew.org/herbarium/K000512348"
Cecropia cinerea,Cecropia pachystachya,Urticaceae,N,Green,F,I,196.6,Unknown +/-,NA,NA,38.4,20,2.17,SE,NA,NA,0.02,4,1.18,SE,NA,NA,0.02,4,0.00085,NA,SE,NA,NA,3.00E-05,4,147.5,Unknown +/-,NA,NA,32.3,20,16.2,Unknown +/-,NA,NA,4.3,20,1.23,D,Unknown +/-,NA,NA,0.18,20,"Maruyama 2019, Alves-Costa 2007, Souza 2001, Raphael 2015, Silva 2013, Galetti 2011, Donatti 2007, Moura 2007"
Cecropia cinerea,,,,,,,NA,,NA,NA,NA,NA,1,None Specified,NA,NA,NA,20,2,None Specified,NA,NA,NA,0,0.0003775,W,SD,NA,NA,2.22E-05,4,113,None Specified,NA,NA,NA,0,12.8,None Specified,NA,NA,NA,0,6.5,NA,None Specified,NA,NA,NA,0,"Maruyama 2019, Alves-Costa 2007, Souza 2001, Raphael 2015, Silva 2013, Galetti 2011, Donatti 2007, Moura 2007"
Cecropia cinerea,,,,,,,NA,,NA,NA,NA,NA,3,None Specified,NA,NA,NA,12.5,1,None Specified,NA,NA,NA,20,0.00082,D,SD,NA,NA,5.00E-05,10,80.1,Unknown +/-,NA,NA,8.5,30,8,Unknown +/-,NA,NA,0.6,30,1.9,W,Unknown +/-,NA,NA,0.3,30,"Maruyama 2019, Alves-Costa 2007, Souza 2001, Raphael 2015, Silva 2013, Galetti 2011, Donatti 2007, Moura 2007"
Cecropia cinerea,,,,,,,NA,,NA,NA,NA,NA,2,None Specified,NA,NA,NA,0,1,None Specified,NA,NA,NA,12.5,NA,D,Range,0.000595745,0.000884956,NA,20,130,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Maruyama 2019, Alves-Costa 2007, Souza 2001, Raphael 2015, Silva 2013, Galetti 2011, Donatti 2007, Moura 2007"
Cecropia engleriana,,Urticaceae,N,Green,F,I,1734,None Specified,NA,NA,NA,6,2,None Specified,NA,NA,NA,5,1.3,None Specified,NA,NA,NA,6,0.00397353,W,None Specified,NA,NA,NA,5,NA,Range,130,180,NA,0,NA,Range,10,15,NA,0,6.89,D,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Gallery 2010, Salamanca 2021"
Cecropia engleriana,,,,,,,NA,Range,900,1200,NA,0,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.00227059,D,None Specified,NA,NA,NA,5,170,None Specified,NA,NA,NA,5,10,None Specified,NA,NA,NA,5,16.7331,W,None Specified,NA,NA,NA,6,"Stevenson 2023, Stevenson 2002, Gallery 2010, Salamanca 2021"
Cecropia engleriana,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,0.00119,W,SE,NA,NA,0.00015,20,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Stevenson 2023, Stevenson 2002, Gallery 2010, Salamanca 2021"
Cecropia glaziovi,"Cecropia glaziovii, Cecropia macranthera",Urticaceae,N,Orange,F,I,NA,,NA,NA,NA,NA,1.9,SD,NA,NA,0.1,3,1.1,SD,NA,NA,0.173205081,3,0.00184,NA,None Specified,NA,NA,NA,0,140,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,2.02,D,None Specified,NA,NA,NA,0,"Miller 2004, Silvestre 2016, Alves-Costa 2007, Válio 2001"
Cecropia glaziovi,,,,,,,NA,,NA,NA,NA,NA,2.5,None Specified,NA,NA,NA,0,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"Miller 2004, Silvestre 2016, Alves-Costa 2007, Válio 2001"
Cecropia hololeuca,,Urticaceae,N,Black/Purple,F,I,NA,,NA,NA,NA,NA,3,None Specified,NA,NA,NA,0,1,None Specified,NA,NA,NA,0,0.00376,D,None Specified,NA,NA,NA,0,160,None Specified,NA,NA,NA,0,7.45,SD,NA,NA,4.366556788,34,18,D,None Specified,NA,NA,NA,0,"Alves-Costa 2007, Válio 2001, Silva 2020, Miller 2004, http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000512371, http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000512370, http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000973625, http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000973621, http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000973627, http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000973615, http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000973616, http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000973619, http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000973622, http://apps.kew.org/herbcat/detailsQuery.do?barcode=K000973628"
