Article ID,Full Citation
Maas et al. 2007,"Maas, P. J. M., Maas, H., & Miralha, J. M. S. (2007). Florada da reserva ducke, Amazonas, Brasil: Annonaceae. Rodriguésia, 58(3), 617-662. Retrieved from https://www.jstor.org/stable/23498710"
Maas 2011,"Maas, P. J. M., & Westra, L. Y. T. (2011). A taxonomic survey of Guatteria section Mecocarpus including the genera Guatteriopsis and Guatteriella p.p. (Annonaceae). Blumea - Biodiversity, Evolution and Biogeography of Plants, 56(2), 113-145. doi:10.3767/000651911x588844"
Maas 2007,"Maas, P. J. M., Westra, L. Y. T. H., & Vermeer, M. (2007). Revision of the Neotropical genera Bocageopsis, Onychopetalum, and Unonopsis (Annonaceae). Blumea - Biodiversity, Evolution and Biogeography of Plants, 52(3), 413-554. doi:10.3767/000651907x608909"
Machado 2020,"Machado, A. I. M. R., & Rosana, R. (2020). Melastomataceae in the parque estadual da serra dourada, goiás state, Brazil. Phytotaxa, 450(1), 17-54. doi:10.11646/phytotaxa.450.1.3"
Machado 2000,"Machado, G., & Pizo, M. A. (2000). The use of fruits by the Neotropical harvestman Neosadocus variabilis (Opiliones, Laniatores, Gonyleptidae). Journal of Arachnology, 28(3), 357-360. doi:10.1636/0161-8202(2000)028[0357:Tuofbt]2.0.Co;2"
Machado 2021,"Machado, V. C. O., Freitas, S. F. d., Sousa, W. M. d., Santos, B. W. C. d., & Ferrão, T. d. S. (2021). Caracterização de frutos de Dialium Guianense cultivados na Região Norte do Brasil. Research, Society and Development, 10(17). doi:10.33448/rsd-v10i17.24231"
Machado 2015,"Machado, W., Guimarães, M. F., Lira, F. F., Santos, J. V. F., Takahashi, L. S. A., Leal, A. C., & Coelho, G. T. C. P. (2015). Evaluation of two fruit ecotypes (totai and sclerocarpa) of macaúba (Acrocomia aculeata). Industrial Crops and Products, 63, 287-293. doi:10.1016/j.indcrop.2014.11.002"
Magid 2006,"Magid, A. A., Voutquenne, L., Moretti, C., Long, C., & Lavaud, C. (2006). Triterpenoid saponins from the fruits of Caryocar glabrum. Journal of Natural Products, 69, 196-205. doi:10.1021/np050336s"
Maieves and López-Froilán et al. 2015,"Maieves, H. A., López-Froilán, R., Morales, P., Pérez-Rodríguez, M. L., Ribani, R. H., Cámara, M., & Sánchez-Mata, M. C. (2015). Antioxidant phytochemicals of Hovenia dulcis Thunb. peduncles in different maturity stages. Journal of Functional Foods 18, 1117-1124. https://doi.org/10.1016/j.jff.2015.01.044"
Maieves and Ribani et al. 2015,"Maieves, H. A., Ribani, R. H., Morales, P., & Sánchez-Mata, M. d. C. (2015). Evolution of the nutritional composition of Hovenia dulcis Thunb. pseudofruit during the maturation process. Fruits, 70(3), 181-187. doi:10.1051/fruits/2015011"
Maity 2016,"Maity, S., Das, K., & Mandal, N. (2016). To investigate which solvent extract (aqueous, methanol, acetone and hexane) of Apple banana is more potent content of phytocompound. International Journal of Physiology, Nutrition and Physical Education, 1(1), 33-45."
Mamiyil 2013,"Mamiyil, S., Alfred, J., & Sreejith, P. E. (2013). Musa velutina subsp. markkuana (Musaceae): a new subspecies from northeastern India. Phytotaxa, 92(2), 49-54. doi:10.11646/phytotaxa.92.2.3"
Mandon-Dalger 2004,"Mandon-Dalger, I., Clergeau, P., Tassin, J., Rivière, J.-N., & Gatti, S. (2004). Relationships between alien plants and an alien bird species on Reunion Island. Journal of Tropical Ecology, 20(6), 635-642. doi:10.1017/s0266467404001774"
Manhães 2010,"Manhães, M. A., Loures-Ribeiro, A., & Dias, M. M. (2010). Diet of understorey birds in two Atlantic forest areas of southeast Brazil. Journal of Natural History, 44(7-8), 469-489. doi:10.1080/00222930903380947"
Mantovani 2004,"Mantovani, A., Morellato, L. P. C., & Reis, M. S. D. (2004). Fenologia reprodutiva e produção de sementes em Araucaria angustifolia (Bert.) O. Kuntze. Revista Brasileña de Botánica, 27(4), 787-796. doi:10.1590/S0100-84042004000400017"
Pizo 1999,"Pizo, M. A., & Oliveira, P. S. (1999). Removal of seeds from vertebrate faeces by ants: effects of seed species and deposition site. Universidade Estadual de Campinas, 77, 1595–1602."
Marco 2018,"Marco, R.-J., Juan, S.-A., Alejandra, H.-C., José, M.-S., Francisco, E.-V., & José, L.-O. (2018). Evaluación de semilla de pastos cosechados en caminos y campos de cultivos. Abanico Veterinario, 8(1), 36-46. doi:10.21929/abavet2018.81.3"
Melo 2007,"Melo, M. d. F. F., Macedo, S. T. d., & Daly, D. C. (2007). Morfologia de frutos, sementes e plântulas de nove espécies de Protium Burm. f. (Burseraceae) da Amazônia Central, Brasil. Acta Botania Brasilica, 21(3), 503-520. doi:10.1590/S0102-33062007000300001"
Silva 2001,"Silva, M. G., & Tabarelli, M. (2001). Seed dispersal, plant recruitment and spatial distribution of Bactris acanthocarpa Martius (Arecaceae) in a remnant of Atlantic forest in northeast Brazil. Acta Oecologica, 22, 259-268. doi:10.1016/S1146-609X(01)01117-1"
Monteiro 2007,"Monteiro, M. H. D. A., Neves, L. d. J., & Andreata, R. H. P. (2007). Taxonomia e anatomia das espécies de Pouteria Aublet (Sapotaceae) estado do Rio de Janerio, Brazil. Pesquisas Botânica, 58, 7-118."
Häkkinen 2008,"Häkkinen, M., & Väre, H. (2008). Taxonomic history and identity of Musa dasycarpa, M. velutina and M. assamica (Musaceae) in Southeast Asia. Journal of Systematics and Evolution, 46(2), 230-235. doi:10.3724/SP.J.1002.2008.07115"
Marsden 2013,"Marsden, B. W., Engelhardt, K. A. M., & Neel, M. C. (2013). Genetic rescue versus outbreeding depression in Vallisneria americana: Implications for mixing seed sources for restoration. Biological Conservation, 167, 203-214. doi:10.1016/j.biocon.2013.08.012"
Martelo-Solorzano 2022,"Martelo-Solorzano, A. M., Lidueña-Pérez, K. I., & Corredor-Prado, J. P. (2022). Seed’s morpho-anatomy and post-seminal development of Bromeliaceae from tropical dry forest. Rodriguésia, 73, e02122020. doi:10.1590/2175-7860202273050"
Marthews 2008,"Marthews, T. R., Mullins, C. E., Dalling, J. W., & Burslem, D. F. R. P. (2008). Burial and secondary dispersal of small seeds in a tropical forest. Journal of Tropical Ecology, 24(6), 595-605. doi:10.1017/s026646740800535x"
Martín-Gómez 2020,"Martín-Gómez, J. J., Gutiérrez del Pozo, D., Ucchesu, M., Bacchetta, G., Cabello Sáenz de Santamaría, F., Tocino, Á., & Cervantes, E. (2020). Seed Morphology in the Vitaceae Based on Geometric Models. Agronomy, 10(5). doi:10.3390/agronomy10050739"
Martínez-Sánchez 2011,"Martínez-Sánchez, J. L., & Kampichler, C. (2011). Ownership structure of protected areas influences the patterns of seed removal by mammals. International Journal of Biodiversity and Conservation, 3(1), 1-9. Retrieved from https://academicjournals.org/journal/IJBC/article-full-text-pdf/7A1D16E17192.pdf"
Almeida 2019,"Almeida, L. B. M. d., Coelho, J. B., Uchoa, M. A., & Gisloti, L. J. (2019). Diversity of fruit flies (Diptera: Tephritoidea) and their host plants in a conservation unit from midwestern Brazil. Florida Entomologist, 102(3), 562-570. doi:10.1653/024.102.0333"
Martins 2022,"Martins, G. R., Mattos, M. M. G., Nascimento, F. M., Brum, F. L., Mohana-Borges, R., Figueiredo, N. G., . . . Sant'Ana da Silva, A. (2022). Phenolic profile and antioxidant properties in extracts of developing Acai (Euterpe oleracea Mart.) seeds. Journal Agricultural and Food Chemistery, 70(51), 16218-16228. doi:10.1021/acs.jafc.2c07028"
Martins 2012,"Martins, S., & Scatena, V. L. (2012). Developmental anatomy of Cyperus laxus (non-Nranz) and Fimbristylis dichotoma (Kranz) (Cyperaceae, Poales) and tissue continuity. Annals of the Brazilian Academy of Science, 85(2), 602-613. doi:10.1590/S0001-37652013005000032"
Maruyama 2019,"Maruyama, P. K., Melo, C., Pascoal, C., Vicente, E., Cardoso, J. C. F., Brito, V. L. G., & Oliveira, P. E. (2019). What is on the menu for frugivorous birds in the Cerrado? Fruiting phenology and nutritional traits highlight the importance of habitat complementarity. Acta Botanica Brasilica, 33(3), 572-583. doi:10.1590/0102-33062019abb0221"
Marzinek 2003,"Marzinek, J., & Mourão, K. S. M. (2003). Morphology and anatomy of the fruit and seed in development of Chorisia speciosa A. St.-Hil. - Bombacaceae. Revista Brasileira de Botânica, 26(1), 23-34. doi:10.1590/s0100-84042003000100004"
Galetti 2015,"Galetti, M., Guevara, R., Galbiati, L. A., Neves, C. L., Rodarte, R. R., & Mendes, C. P. (2015). Seed predation by rodents and implications for plant recruitment in defaunated Atlantic forests. Biotropica, 47(5), 521-525. Retrieved from https://www.jstor.org/stable/10.2307/48575010"
Maxwell 1970,"Maxwell, R. H. (1970). The genus Dioclea (Fabaceae) in the new world. (Doctoral dissertation). Southern Illinois University, Ann Arbor, MI. ProQuest LLC database."
Mazzottini-dos-Santos 2014,"Mazzottini-dos-Santos, H. C., Ribeiro, L. M., Mercadante-Simões, M. O., & Sant’Anna-Santos, B. F. (2014). Ontogenesis of the pseudomonomerous fruits of Acrocomia aculeata (Arecaceae): a new approach to the development of pyrenarium fruits. Trees, 29(1), 199-214. doi:10.1007/s00468-014-1104-0"
McChesney 2010,"McChesney, L. D. (2010). Competition between Hydrilla verticillata and Vallisneria americana in an observational field study and greenhouse experiment. (Published doctoral dissertation.). University of Maryland, MD, US."
McFarland 2006,"McFarland, D. G. (2006). Reproductive ecology of Vallisneria americana Michaux. Submerged Aquatic Vegetation, 6(4), 1-27."
Medeiros 2016,"Medeiros, H., Forzza, R. C., & Acevedo-Rodríguez, P. (2016). Wild Relatives of Guaraná (Paullinia cupana, Sapindaceae) in Southwestern Brazilian Amazon. Systematic Botany, 41(1), 202-228. doi:10.1600/036364416x690606"
Meiga 2015,"Meiga, A. Y. Y., & Christianini, A. V. (2015). Changes in seed predation of Attalea dubia in a gradient of Atlantic forest disturbance in Brazil. Palms, 59(3), 135-144. Retrieved from https://www.researchgate.net/publication/282086016_Changes_in_seed_predation_of_Attalea_dubia_in_a_gradient_of_Atlantic_forest_disturbance_in_Brazil"
Michaud 1991,"Michaud, J. P. (1991). Biomass allocation in Fireweed Epilobium angustifolium L. (Onagraceae) in response to simulated defoliation. Botanical Gazette, 152(2), 208-213. Retrieved from https://www.jstor.org/stable/2995319"
Miller 2004,"Miller, K. E., & Dietz, J. M. (2004). Fruit yield, not DBH or fruit crown volume, correlates with time spent feeding on fruits by wild Leontopithecus rosalia. International Journal of Primatology, 25(1), 27-39. doi:10.1023/B:IJOP.0000014643.20674.97"
Milliken 2009,"Milliken, W. (2009). Neotropical Menispermaceae. In W. Milliken, B. Klitgaard, & A. Baracat (Eds.), Neotropikey - interactive key and information resources for flowering plants of the neotropics. United Kingdom: Royal Botanical Garden, Kew."
Monica 1996,"Monica, M. R., Borchsenius, F., & Blicher-Mathiesen, U. (1996). Notes on the biology and uses of the Motacu palm (Attalea phalerata, Arecaceae) from Bolivia. Economic Botany, 50(4), 423-428. doi:10.1007/BF02866525"
Montes-Rodriguez 2022,"Montes-Rodriguez, C. A., Herrera-suarez, M., & Lopez-zamora, M. E. (2022). Macrostructural properties of Tagua nuts (Phytelephas Aequatorialis) for the stimulation of polishing med. INMATEH Agricultural Engineering, 68(3), 757-766. doi:10.35633/inmateh-68-75"
Mora 2009,"Mora, V. H. F., Franco-Mora, O., López-Sandoval, J. A., de Jesús Pérez-López, D., & Balbuena-Melgarejo, A. (2009). Characterization of wild plum (Ximenia americana L. var. americana; Olacaceae) fruit growing at Tepexi de Rodríguez, Puebla, Mexico. Genetic Resources and Crop Evolution, 56(5), 719-727. doi:10.1007/s10722-009-9422-6"
Moraes 2018,"Moraes, K. N. O., de Campos Almeida, M., Pinheiro, R. M., & Queiroz Dias, M. R. (2018). Avaliacao biometrica de sementes de Agonandra brasiliensis miersex benth. & hook f. (Opiliaceae). South American Journal of Basic Education, Technical and Technological, 5(1), 170-176. Retrieved from https://www.researchgate.net/publication/346401215"
Moraes 2007,"Moraes, P. L. R. d. (2007). A series of manuals dedicated to capacity building in taxonomy and collection management. United Kingdom: ABC Taxa."
Moraes 2016,"Moraes R, M., & Pintaud, J.-C. (2016). Attalea blepharopus Mart. (Arecaceae) from Bolivia Revisited since Martius. Candollea, 71(1), 27-32. doi:10.15553/c2016v711a6"
Mori 1998,"Mori, S. A., & Brown, J. L. (1998). Epizoochorous dispersal by barbs, hooks, and spines in a lowland moist forest in central French Guiana. Brittonia, 50(2), 165-173. doi:10.2307/2807846"
Mori 1990,"Mori, S. A., Prance, G. T., & de Zeeuw, C. H. (1990). Lecythidaceae, Part 2. The zygomorphic-flowered New World genera (Couroupita, Corythophora, Bertholletia, Couratari, Eschweilera, & Lecythis), with a study of secondary xylem of Neotropical Lecythidaceae. Flora Neotropica, 21(2), 1-373. Retrieved from https://www.jstor.org/stable/4393724"
Morley 1976,"Morley, T. (1976). Memecyleae (Melastomataceae). Flora Neotropica, 15, 1-295. Retrieved from https://www.jstor.org/stable/4393703"
Morrison 1980,"Morrison, D. W. (1980). Foraging and day-roosting dynamics of canopy fruit bats in Panama. Journal of Mammalogy, 61(1), 20-29. doi:10.2307/1379953"
Morshidi 1996,"Morshidi, M. (1996). Genetic variability in Carica papaya and related species. (PhD in Horticulture Unpublished doctoral dissertation). University of Hawaii, Honolulu, HI."
Morton 1987,"Morton, J. (1987). Orange. In In: Fruits of warm climates (pp. 134-142). Brattleboro, VT: Echo Point Books and Media."
Mota 2012,"Mota, E. D. H. (2012). Diásporos e plântulas de espécies lenhosas de mata de galeria: biometria, morfologia e aspectos da germinação e do desenvolvimento inicial. (Unpublished master's thesis). Universidade de Brasília, Brazil."
Munin 2011,"Munin, R. L., da Costa, P. C., & Fischer, E. (2011). Differential ingestion of fig seeds by a Neotropical bat, Platyrrhinus lineatus. Mammalian Biology, 76(6), 772-774. doi:10.1016/j.mambio.2010.12.006"
Mushtaq 2019,"Mushtaq, M., Akram, S., & Hasany, S. M. (2019). Seje (Oenocarpus/ Jessenia bataua) palm oil. In Fruit oils: chemistery and functionality (pp. 883-899). New York, NY: Springer."
Singh 2001,"Singh, N. P., Lakshminarasimhan, P., Karthikeyan, S., & Prasanna, P. V. (2001). Flora of Mahtra State (2 ed. Vol. 2). Kolkata: Botanical Survey of India."
Naranjo 2009,"Naranjo, M. C. G. (2009). Dispersión de semillas por parte de Alouatta seniculus en fragmentos de bosque (San MartÍn, Meta). (Unpublished undergraduate thesis). Pontificia Unviversidad Javeriana, Bogotá, D.C."
Wheelwright 2014,"Wheelwright, N. T., Haber, W. A., Murray, K. G., & Guindon, C. (2014). Tropical fruit-eating birds and their food plants: a survey of a Costa Rican lower montane forest. Biotropica, 16(3), 173-192. doi:10.2307/2388051"
Food & Agriculture Organization of the United Nations,"Food & Agriculture Organization of the United Nations (1986). Food and fruit-bearing forest species: examples from Latin America. Rome, Italy: Food & Agriculture Organization of the United Nations."
Priyanka 2002,"Priyanka, N., & Joshi, P. K. (2002). A review of Lantana camara studies in India. In International Journal of Scientific and Research Publications (Vol. 3, pp. 42-52). New Delhi, India: International Journal of Scientific and Research Publications."
Nepstad 1996,"Nepstad, D. C., Uhl, C., Pereira, C. A., & da Silva, J. M. C. (1996). A comparative study of tree establishment in abandoned pasture and mature forest of Eastern Amazonia. Oikoa, 76(1), 25-39. Retrieved from https://www.jstor.org/stable/3545745"
Nicolson 1988,"Nicolson, D. H. (1988). Flora of Dominica: Dicotyledoneae, Part 2. Washington DC: Smithsonian Institution Press."
Nkouam 2017,"Nkouam, G. B., Adjoh, G., Leudeu, C. B. T., Kouebou, C., Tchiegang, C., & Kapseu, C. (2017). Physico-chemical properties of fruits, seed and oil of kapok (Ceiba pentandra Gaertn.) tree of different provenances from the northern part of Cameroon. International Journal of Agriculture Innovations and Research, 6(2), 275-278. Retrieved from https://www.ijair.com/administrator/components/com_jresearch/files/publications/IJAIR_2528_FINAL.pdf"
Norden 2008,"Norden, N., Chave, J., Belbenoit, P., Caubère, A., Châtelet, P., Forget, P. M., . . . Thébaud, C. (2008). Interspecific variation in seedling responses to seed limitation and habitat conditions for 14 Neotropical woody species. Journal of Ecology, 97(1), 186-197. doi:10.1111/j.1365-2745.2008.01444.x"
Norden 2015,"Norden, N., & Stevenson, P. R. (2015). Influence of frugivore activity on the species abundance of seedlings and saplings in a lowland tropical forest in Colombia. Journal of Tropical Ecology, 31(4), 291-303. doi:10.1017/s0266467415000164"
Norford 2023,"Norford, A. B., Echeverry, K. N., Obregón, J. R., & Stevenson, P. R. (2023). A comparison of inter- and intraspecific variation in seed dispersal in three South American primates. Journal of Tropical Ecology, 37, e38. doi:10.1017/ S0266467423000263"
Nunes 2021,"Nunes, V. V., Silva-Mann, R., Souza, J. L., & Calazans, C. C. (2021). Geno-phenotypic diversity in a natural population of Hancornia speciosa Gomes: implications for conservation and improvement. Genetic Resources and Crop Evolution, 68(7), 2869-2882. doi:10.1007/s10722-021-01160-1"
Obregón 2007,"Obregón, J. R. (2007). Comparación de la cantidad y el tipo de semillas dispersadas por Cebus apella y Alouatta seniculus en un bosque fragmentado, San Martín, Meta. (Unpublished undergraduate thesis). Universidid de Los Andes, Bogotá, Colombia."
Ocampo 2013,"Ocampo, G., & Almeda, F. (2013). Seed diversity in the Miconieae (Melastomataceae): morphological. Phytotaxa, 80(1). doi:10.11646/phytotaxa.80.1.1"
Oliveira 2000,"Oliveira, A. C. M., & Ferrari, S. F. (2000). Seed dispersal by black-handed tamarins, Saguinus midas niger (Callitrichinae, Primates): implications for the regeneration of degraded forest habitats in eastern Amazonia. Journal of Tropical Ecology, 16(5), 709-716. doi:10.1017/s0266467400001668"
Oliveira 2023,"Oliveira, A. K. M., Matias, R., & Pina, J. C. (2023). Unonopsis guatterioides: morphological and chemical characteristics of its fruits and seeds, and germination processes under experimental conditions. Brazilian Journal of Biology, 83, e269219. doi:10.1590/1519-6984.269219"
Oliveira 2021,"Oliveira, L. d. G. R. d., & Garcia, F. C. P. (2021). Senna (Leguminosae-Caesalpinioideae) in Minas Gerais state, Brazil. Rodriguésia, 72. doi:10.1590/2175-7860202172104"
Oliveira 2022,"Oliveira, P. d., Benevides, C. R., Greco, A. V., Leão, L. C. S., Rodarte, A. T. d. A., & Lima, H. A. d. (2022). Fruiting phenology and dispersal syndromes in a sandy coastal plain in southeastern Brazil. Rodriguésia, 73. doi:10.1590/2175-7860202273047"
Ortiz 2018,"Ortiz, R. D. C. (2018). A taxonomic revision of Curarea Barneby & Krukoff (Menispermaceae). PhytoKeys(100), 9-89. doi:10.3897/phytokeys.100.21828"
Ortiz-Gentry 1999,"Ortiz-Gentry, R. d. C. (1999). Systematic revision of Curarea Bameby & Krukoff (Meni spermaceae). (Master's thesis). University o f Missouri-St. Louis, Ann Arbor, Ml. Bell & Howell Information and Learning database."
Otalakoski 2020,"Otalakoski, J., Silva, J. B. d., Franco, M. S., Silva, M. A. d. A., e, Rodrigues, D. B., . . . Tunes, L. V. M. d. (2020). Morphometry of fruits, seeds and seedlings of Vitex megapotamica (Lamiaceae). Acta Biológica Catarinense, 7(4), 58-64. doi:10.21726/abc.v7i4.21"
Paine 2016,"Paine, C. E. T., Beck, H., & Terborgh, J. (2016). How mammalian predation contributes to tropical tree community structure. Ecology, 97(12), 3326–3336. doi:10.1002/ecy.1586"
Palafox-Carlos 2012,"Palafox-Carlos, H., Yahia, E., Islas-Osuna, M. A., Gutierrez-Martinez, P., Robles-Sánchez, M., & González-Aguilar, G. A. (2012). Effect of ripeness stage of mango fruit (Mangifera indica L., cv. Ataulfo) on physiological parameters and antioxidant activity. Scientia Horticulturae, 135, 7-13. doi:10.1016/j.scienta.2011.11.027"
Paredes 2007,"Paredes, D. R. (2007). Efecto de la hojarasca en la germinación de algunas especies de plantas en bosques altamente intervenidos del piedemonte llanero, Colombia. (Unpublished undergraduate thesis). Universidad de Los Andes, Bogotá, Columbia."
Parolin 2000,"Parolin, P. (2000). Seed mass in Amazonian floodplain forests with contrasting nutrient supplies. Journal of Tropical Ecology, 16(3), 417-428. doi:10.1017/s0266467400001486"
Parolin 2003,"Parolin, P., Ferreira, L. V., & Junk, W. J. (2003). Germination characteristics and establishment of trees from central Amazonian flood plains. Tropical Ecology, 44(2), 157-169. Retrieved from https://www.researchgate.net/publication/255604353"
Parrado-Rosselli 2002,"Parrado-Rosselli, A., Cavelier, J., & Dulmen, A. v. (2002). Effect of fruit size on primary seed dispersal of five canopy tree species in the Columbian Amazon. Selbyana, 2, 245-257. Retrieved from https://www.jstor.org/stable/41760123"
Passos 2002,"Passos, L., & Oliveira, P. S. (2002). Ants affect the distribution and performance of seedlings of Clusia criuva, a primarily bird-dispersed rain forest tree. Journal of Ecology, 90, 517-528. doi:10.1046/j.1365-2745.2002.00687.x"
Díaz 2017,"Díaz, P. J., Shepherd, J. D., & Heleno, R. (2017). Guide to Galapagos seeds and propagules. Ecuador: Charles Darwin Foundation."
Paula 2009,"Paula, S., Arianoutsou, M., Kazanis, D., Tavsanoglu, Ç., Lloret, F., Buhk, C., . . . Pausas, J. G. (2009). Fire-related traits for plant species of the Mediterranean Basin. Ecology, 90(5), 1420. doi:10.1890/08-1309.1"
Paulino-Neto 2016,"Paulino-Neto, H. F., Nakano-Oliveira, E., Assis Jardim, M. M. d., & Vasconcellos-Neto, J. (2016). Frugivory in Bromelia balansae (Bromeliaceae): The effect of seed passage through the digestive system of potential seed dispersers on germination in an Atlantic Rainforest, Brazil. Journal of Ecosystem & Ecography, 06(04). doi:10.4172/2157-7625.1000224"
Pearson 2002,"Pearson, T. R. H., Burslem, D. F. R. P., Mullins, C. E., & Dalling, J. W. (2002). Germination ecology of neotropical pioneers: interacting effects of environmental conditions and seed size. Ecology, 83(10), 2798-2807. doi:10.1890/0012-9658(2002)083[2798:Geonpi]2.0.Co;2"
Araujo 2021,"Araujo, N. M. P., Arruda, H. S., Marques, D. R. P., Oliveira, W. Q. d., Pereira, G. A., & Pastore, G. M. (2021). Functional and nutritional properties of selected Amazon fruits: A review. Food Research International, 147, 110520. doi:10.1016/j.foodres.2021.110520"
Pellizzaro 2016,"Pellizzaro, K. F. (2016). Restauração ecologica por meio de semeaura direta no cerrado: avaliando espécies de diferentes formas de vida e densidades de plantio. (Unpublished master's thesis). Universidade de Brasília, Brazil."
Peña-Claros 2001,"Peña-Claros, M. (2001). Secondary forest succession proecesses affecting the regeneration of Bolivian tree species."
Pennington 2003,"Pennington, R. T. (2003). Monograph of Andira (Leguminosae-Papilionoideae). (64). Edinburgh, United Kingdom. Retrieved from https://www.jstor.org/stable/25027903"
Pennington 1981,"Pennington, T. D. (1981). Meliaceae. In Flora Neotropica monographs (pp. 1-359,418-449,459-470). Bronx, NY: New York Botanical Garden Press."
Pennington 2006 (Sapotaceae),"Pennington, T. D. (2006). Flora da Reserva Ducke, Amazonas, Brasil: Sapotaceae. Rodriguésia, 57(2), 251-366. doi:10.1590/2175-7860200657210"
Pennington 2006 (Meliaceae),"Pennington, T. D. (2006). Flora da reserva Ducke, Amazonas, Brazil: Meliaceae. Rodriguésia, 57(2), 207-246. doi:10.1590/2175-7860200657208"
Pennington 2013,"Pennington, T. D., & Clarkson, J. J. (2013). A Revision of Guarea (Meliaceae). Edinburgh Journal of Botany, 70(2), 179-362. doi:10.1017/s0960428613000036"
Pennington 2005,"Pennington, T. D., & Sarukhan, J. (2005). Arboles tropicales de Mexico: manual para la identificacion de las principales especies. Mexico City, Mexico: Universidad Nacional Autonoma de Mexico."
Peralta 2016,"Peralta, R. M., Koehnlein, E. A., Oliveira, R. F., Correa, V. G., Corrêa, R. C. G., Bertonha, L., . . . Ferreira, I. C. F. R. (2016). Biological activities and chemical constituents of Araucaria angustifolia : An effort to recover a species threatened by extinction. Trends in Food Science & Technology, 54, 85-93. doi:10.1016/j.tifs.2016.05.013"
Pereira and Barbosa et al. 2021,"Pereira, A. S. d. S., Barbosa, C. V. d. O., Silva, E. F. d., Guimarães, J. T. F., Filgueira, J. P. P. S., Teixeira, L. A., & Félix-da-Silva, M. M. (2021). Flora of Anacardium (Anacardiaceae) in the state of Pará, Brazil. Rodriguésia, 72. doi:10.1590/2175-7860202172112"
Pereira 2015,"Pereira, E. E., & Gouda, E. J. (2015). The magnificent and exuberant diversity of the Cerrado biome is being systematically destroyed, nevertheless it is still capable of showing us a novelty in Bromeliaceae. Journal of the Bromeliad Society, 65(1), 58-67."
Pereira and Coutinho et al. 2021,"Pereira, J. A. F., Coutinho, Í. A. C., Soares, E. L., Soares, A. A., Caetano, A. P. d. S., & Campos, F. d. A. d. P. (2021). Morphoanatomical and histochemical studies of the seed development of Euterpe oleracea (Arecaceae). Rodriguésia, 72. doi:10.1590/2175-7860202172048"
Peres 2000,"Peres, C. A. (2000). Identifying keystone plant resources in tropical forests: the case of gums from Parkia pods. Journal of Tropical Ecology, 16(2), 287-317. doi:10.1017/s0266467400001413"
Peres 2010,"Peres, M. K. (2010). Diásporos do cerrado atrativos para fauna: chave interativa, caracterização visual e relações ecológicas. (Unpublished master’s thesis). Universidade de Brasília, Brazil."
Zabala 2022,"Zabala, J. A. P. (2022). Taxonomic diversity, phylogeny, and diversification of the environmental niche of the genus Prunus L. with emphasis on the new world tropics. (Doctoral dissertation). University of California Davis, California, US. University of California Library database."
Pescador 2009,"Pescador, R., Kerbauy, G. B., Strassburg, R. C., & Kraus, J. E. (2009). Structural aspects of the zygotic embryogenesis of Acca sellowiana (O. Berg) Burret (Myrtaceae). Acta Botanica Brasilica, 23(1), 136-144. doi:10.1590/s0102-33062009000100017"
Grubb 1997,"Grubb, P. J., & Coomes, D. A. (1997). Seed mass and nutrient content in nutrient-starved tropical rainforest in Venezuela. Seed Science Research, 7, 269-280."
Piedade 2006,"Piedade, M. T. F., Parolin, P., & Junk, W. J. (2006). Phenology, fruit production and seed dispersal of Astrocaryum jauari (Arecaceae) in Amazonian black water floodplains. Revista de Biología Tropical, 54(4), 1171-1178."
Pikart 2010,"Pikart, T. G., Souza, G. K., Zanuncio, T. V., Zanetti, R., Polanczyk, R. A., Serrão, J. E., & Zanuncio, J. C. (2010). Dispersion of seeds of tree species by the leaf-cutting ant Acromyrmex subterraneus molestans (Hymenoptera: Formicidae) in Viçosa, Minas Gerais State, Brazil. Sociobiology, 56(3), 645-652. Retrieved from https://www.researchgate.net/publication/261833299_Dispersion_of_Seeds_of_Tree_Species_by_the_Leaf-Cutting_Ant_Acromyrmex_subterraneus_molestans_Hymenoptera_Formicidae_in_Vicosa_Minas_Gerais_State_Brazil"
Pilz 1981,"Pilz, G. E. (1981). Sapotaceae of Panama. Annals of the Missouri Botanical Garden, 68(1), 172-203. Retrieved from https://www.jstor.org/stable/2398820"
Pinzón-Navarro 2010,"Pinzón-Navarro, S., Barrios, H., Murria, C., Lyal, C. H., & Vogler, A. P. (2010). DNA-based taxonomy of larval stages reveals huge unknown species diversity in neotropical seed weevils (genus Conotrachelus): relevance to evolutionary ecology. Molecular Phylogenetics Evolution, 56(1), 281-293. doi:10.1016/j.ympev.2010.02.022"
Pires 2019,"Pires, M. B., Amante, E. R., Lopes, A. S., Rodrigues, A. M. d. C., & Silva, L. H. M. d. (2019). Peach palm flour (Bactris gasipae KUNTH): potential application in the food industry. Food Science and Technology, 39(3), 613-619. doi:10.1590/fst.34617"
Pizano 2011,"Pizano, C. (2011). Feedback dynamics between plants and soil microorganism in a fragmented landscape in the Tropical Andes. (Doctoral dissertation). University of Flordia, MI, USA. ProQuest database."
Pizo 2005,"Pizo, M. A., Guimaraes Jr, P. R., & Oliveira, P. S. (2005). Seed removal by ants from faeces produced by different vertebrate species. Écoscience, 12(1), 136-140. Retrieved from https://www2.ib.unicamp.br/profs/pso/pdf/pizoecoscience.pdf"
